region,country,policy_level,policy_type,key_policy_measures_and_targets,category,year,source,source_table,key_policy_measures_and_targets_______________________________________________category
United Kingdom,Unknown,National,Objective,Purchase of 4 000 ZEV buses as part of the Bus Back Better strategy.,EVSE,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Objective,Regulations in 2021 to mandate EV charge point provision in new homes.,LDV,2021,Accelerating to Zero Coalition,Table 21,
United Kingdom,Unknown,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission by no later than 2035 in leading markets.,"Taxation, Multiple",2022,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,"From April 2025, EVs will begin to pay excise duty, initially at the lowest rates; exemption from the ""Expensive Car Supplement"" will also end in April 2025.",EVSE,2022,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,"Grant schemes for EV charging infrastructure include the EV chargepoint grant, Workplace Charging Scheme, and EV Homecharge Scheme, among others.",M/HDV,2016,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,A grant of 20% available for vehicles with at least 50% fewer emissions than a conventional Euro VI vehicle and 96 km zero emission range.,LDV,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,Grants towards the purchase of LCVs and taxis.,LDV,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,"ZEV mandate: 80% of new cars and 70% of new vans sold in Great Britain will be zero emission by 2030, increasing to 100% by 2035.",Manufacturing,2024,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Legislation,"As part of the Advanced Manufacturing Plan, the Government announced USD 2.4 billion of new capital and R&D funding to 2030, boosting the United Kingdom's competitiveness and unlocking strategic investments in the UK automotive industry.",Manufacturing,2023,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Proposal,Up to USD 1.2 billion Automotive Transformation Fund (ATF) commitment to support the electrification of UK vehicles and their supply chains as part of the Net Zero Strategy.,EVSE,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Proposal,"Regulations to improve the customer experience, in particular with regards to payments and reliability.",M/HDV,2023,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Proposal,"End the sale of all non-ZEV HGVs under 26 t gross vehicle weight from 2035, and of all new non-ZEV HGVs from 2040.",Multiple,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Announced target,"Electrifying 100% of the central government fleet by 2027, ahead of the original 2030 target.","M/HDV, Bus",2021,Multi-State Zero Emission Medium- and Heavy-Duty Vehicle Initiative,Table 21,
United States,Unknown,Subnational,Announced target,"Multistate MoU with a target of 30% ZEV sales for all new commercial M/HDV by 2030 and 100% by 2050 in 15 states (California, Colorado, Connecticut, Hawaii, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Rhode Island, Vermont and Washington) and the District of Columbia.","LDV, Taxation",2020,The White House,Table 21,
United States,Unknown,Subnational,Legislation,Washington: 100% ZEV share of LDV sales by 2030.,LDV,2022,Oregon Department of Environmental Quality,Table 21,
United States,Unknown,Subnational,Legislation,Oregon: Grants and incentives towards the purchase or lease of new BEVs and PHEVs.,"LDV, EVSE",2023,Drive Electric Vermont,Table 21,
United States,Unknown,Subnational,Legislation,Vermont: Grants and incentives towards the purchase of new and used EVs and EVSE.,M/HDV,2022,New York State Senate,Table 21,
United States,Unknown,Subnational,Legislation,New York: 100% of in-state sales of M/HDV will be zero-emissions by 2045.,LDV,2021,New York State Senate,Table 21,
United States,Unknown,Subnational,Legislation,New York: 100% of in-state sales of passenger cars or light duty trucks will be zero-emissions by 2035.,M/HDV,2021,New York State,Table 21,
United States,Unknown,Subnational,Legislation,"New York: Subsidy in the form of a voucher towards the cost of a zero emission truck, or port cargo handling equipment.",Bus,2020,New York State,Table 21,
United States,Unknown,Subnational,Legislation,"New York: Subsidy in the form of a voucher towards the cost of a zero emission bus, depending on vehicle class and location.",Multiple,2020,New York State Senate,Table 21,
United States,Unknown,Subnational,Legislation,New York: 100% of in-state sales of off-road vehicles and equipment will be zero-emissions by 2035.,LDV,2021,New Jersey State Senate,Table 21,
United States,Unknown,Subnational,Legislation,New Jersey: 85% EV share of LDV sales by 2040.,EVSE,2020,US Department of Transportation,Table 21,
United States,Unknown,Subnational,Legislation,"Multiple: The National Electric Vehicle Infrastructure (NEVI) Program, established under the Infrastructure Investment and Jobs Act, provides funding to States to strategically deploy public EV charging infrastructure.",LDV,2022,State of Massachusetts,Table 21,
United States,Unknown,Subnational,Legislation,Massachusetts: 100% share of ZEVs in passenger LDV sales by 2035.,LDV,2020,California Air Resources Board,Table 21,
United States,Unknown,Subnational,Legislation,"California: Advanced Clean Cars Rule II (ACC-II) has set a target for 100% ZEVs in LDVs by 2035, starting with 36% sales requirement in 2026.",M/HDV,2022,California Air Resources Board,Table 21,
United States,Unknown,Subnational,Legislation,California: Advanced Clean Trucks Rules require 40 - 75% of sales by manufacturers (varied by vehicle class and weight) to be ZEV by 2035 (increasing targets from 2024).,Bus,2020,California Air Resources Board,Table 21,
United States,Unknown,Subnational,Legislation,"California: From 2029, 100% of new purchases by transit agencies must be zero emission buses, with a goal of full transition by 2040.",EVSE,2019,CALSTART,Table 21,
United States,Unknown,Subnational,Legislation,California: Incentives for ZEV infrastructure equipment for HDV battery electric and hydrogen fuel cell vehicles in California.,"M/HDV, Bus",2021,California Air Resources Board,Table 21,
North America,United States,Subnational,Legislation,,Unknown,2022,State of California,Table 22,with 70% for M/HDV charging infrastructure and 30% for LDV charging in       Multiple
North America,United States,Subnational,Legislation,,Unknown,2020,California Air Resources Board,Table 22,"California: 100% of off-road vehicles and equipment will be zero-emission      Multiple
by 2035."
North America,United States,National,Legislation,,Unknown,2023,Government of the United States,Table 22,"Corporate Average Fuel Economy standards for model years 2024-26, that require an industry-wide fleet average of approximately 49 mpg for
passenger cars and light trucks in model year 2026, by increasing fuel            LDV, M/HDV efficiency by 8% annually for model years 2024 and 2025, and 10%
annually for model year 2026."
North America,United States,National,Legislation,,Unknown,2024,Government of the United States,Table 22,"CO₂ standards for model years 2027 onwards, with projected reductions in
CO₂ emissions of 50% for LDVs and 40% for MDVs in 2032 compared to        LDV, Manufacturing 2027."
North America,United States,National,Legislation,,Unknown,2022,Government of the,Table 22,"new electric car that meets eligibility requirements, including requirements     Manufacturing"
North America,United States,National,Legislation,,Unknown,2022,Federal Transit,Table 22,"production of materials needed for the EV supply chain, including the              Bus, EVSE"
North America,United States,National,Legislation,,Unknown,2016,"United States, Environmental Protection Agency",Table 22,"Funding towards purchasing or leasing of low or no emissions buses (up to
85% of vehicle costs, up to 90% of infrastructure costs).                                    M/HDV"
North America,United States,National,Legislation,,Unknown,2024,Government of the,Table 22,"2032, requiring emissions reductions in 2032 ranging from 25% (sleeper        EVSE"
North America,United States,National,Legislation,,Unknown,2023,Government of the,Table 22,30% (up to USD 1 000 for residences or up to USD 100 000 for business)      M/HDV
North America,United States,National,Legislation,,Unknown,2023,California Air Resources Board,Table 22,"The Commercial Clean Vehicle Tax Credit offers up to USD 7 500 for
vehicles less than 14 000 pounds and up to USD 40 000 for vehicles 14 000  M/HDV pounds or heavier for the purchase of qualified clean commercial vehicles."
North America,United States,Subnational,Legislation,,Unknown,2021,Government of the United States,Table 22,"California: The Advanced Clean Fleets regulation requires that 50% of state
and local government agency fleet vehicle purchases per year from 2024 to   LDV, EVSE 2026 must be zero-emissions, increasing to 100% beginning in 2027."
Central and South America,Uruguay,Multi-national,Objective,,Unknown,2022,"CALSTART: Drive
to Zero MOU",Table 22,Signatory to COP26 ZEV Declaration to work towards all sales of new cars     M/HDV and vans being zero emission by no later than 2035 in leading markets.
Central and South America,Uruguay,Multi-national,Objective,,Unknown,2021,Government of Uzbekistan,Table 22,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.                                           EVSE"
Eurasia,Uzbekistan,National,Objective,,Unknown,2022,Government of Uzbekistan,Table 22,2 500 charging stations by 2025.                                                                           Taxation
Eurasia,Uzbekistan,National,Legislation,,Unknown,2022,Government of Vietnam,Table 22,"Exemptions and/or reductions of various taxes and duties for EVs and EV       EVSE
parts up to 2030."
Southeast Asia,Viet Nam,National,Objective,,Unknown,2024,Government of Vietnam,Table 22,"The government is looking at offering subsidies on  electricity price for EV      Taxation
charging stations."
Southeast Asia,Viet Nam,National,Objective,,Unknown,2024,Government of Vietnam,Table 22,Special consumption tax policy for electric cars.                                                  Taxation
Southeast Asia,Viet Nam,National,Legislation,,Unknown,2022,Government of Vietnam,Table 22,"Reduced excise tax for BEV cars and buses up to 24 passengers and LCVs
(from 15% current tax rate), rates reduced to 2-3% (depending on model), to  Manufacturing increase to 11% after 2027."
Southeast Asia,Viet Nam,National,Proposal,,Unknown,2016,Government of Vietnam,Table 22,"Decree No. 57/2020/ND-CP: Encourage the production of environmentally friendly vehicles (fuel-saving cars, HEVs, vehicles using biofuels, EVs), meeting the requirements of emission standards according to the approved
roadmap.  In addition, to support the development of the country’s                   Multiple automobile industry, 0% preferential import tax rates will be levied on raw
materials and components used for automobile manufacturing and assembly that has not yet been domestically made, from 2020 to 2024."
Southeast Asia,Viet Nam,National,Announced target,,Unknown,2022,"CALSTART: Drive
to Zero MOU",Table 22,"Net zero greenhouse gas emissions in the transport sector by 2050, with a     M/HDV
goal of 100% of road transport using electricity and green energy."
Europe,Wales,Multi-national,Objective,,Unknown,2021,Government of Zimbabwe,Table 22,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.                                           Multiple"
Africa,Zimbabwe,National,Announced target,,Unknown,2022,Government of Argentina,Table 22,"Reduction of gasoline and diesel demand by ICE vehicles through the             Multiple
uptake of electric and hydrogen vehicles."
